Student summary,Attendance date,Course,Reason
S,11-04-22,Yoga,"Late Arrival (LS, MS, US)"
SS,10-05-22,Chemistry,"Illness - All Day (LS, MS, US)"
SS,10-24-22,Chemistry,"Illness - All Day (LS, MS, US)"
SS,10-28-22,Chemistry,"Illness - All Day (LS, MS, US)"
SS,10-27-22,English 10,"Illness - All Day (LS, MS, US)"
SS,10-27-22,Marxism and Its Legacy,"Illness - All Day (LS, MS, US)"
SS,10-27-22,Math Analysis,"Illness - All Day (LS, MS, US)"
SS,10-05-22,Musical Theatre Ensemble,"Illness - All Day (LS, MS, US)"
SS,10-24-22,Musical Theatre Ensemble,"Illness - All Day (LS, MS, US)"
SS,10-28-22,Musical Theatre Ensemble,"Illness - All Day (LS, MS, US)"
SS,10-05-22,Spanish III,"Illness - All Day (LS, MS, US)"
SS,10-24-22,Spanish III,"Illness - All Day (LS, MS, US)"
SS,10-28-22,Spanish III,"Illness - All Day (LS, MS, US)"
SSS,9-13-22,Chemistry,"Medical Appt. - PM (MS, US)"
SSS,9-15-22,Chemistry,"Family Trip (LS, MS, US)"
SSS,11-14-22,Chemistry,"Late Arrival (LS, MS, US)"
SSS,9-16-22,English 10,"Family Trip (LS, MS, US)"
SSS,9-15-22,Introductory Calculus,"Family Trip (LS, MS, US)"
SSS,11-18-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
SSS,9-16-22,Japanese History and Culture,"Family Trip (LS, MS, US)"
SSS,9-15-22,Musical Theatre Ensemble,"Family Trip (LS, MS, US)"
SSS,11-18-22,Musical Theatre Ensemble,"Illness - All Day (LS, MS, US)"
SSS,9-16-22,Spanish III,"Family Trip (LS, MS, US)"
SSSS,10-18-22,Data Science I,"Illness - All Day (LS, MS, US)"
SSSS,11-04-22,Data Science I,School Trip - Full Day
SSSS,9-23-22,Ecological Literature,School Trip - Full Day
SSSS,10-17-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
SSSS,9-23-22,Indigenous North American History,School Trip - Full Day
SSSS,10-17-22,Indigenous North American History,"Illness - All Day (LS, MS, US)"
SSSS,10-18-22,The Middle East,"Illness - All Day (LS, MS, US)"
SSSS,11-04-22,The Middle East,School Trip - Full Day
SSSS,9-20-22,Understanding the Brain,"Other (LS, MS, US)"
SSSS,10-04-22,Understanding the Brain,"Other (LS, MS, US)"
SSSS,10-18-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
SSSS,11-04-22,Understanding the Brain,School Trip - Full Day
SSSSS,9-22-22,Advanced Algebra,School Trip - Full Day
SSSSS,10-06-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
SSSSS,10-13-22,Advanced Algebra,School Trip - Full Day
SSSSS,11-10-22,Advanced Algebra,School Trip - Full Day
SSSSS,10-12-22,Chemistry,School Trip - Full Day
SSSSS,10-06-22,Climbing and Mindfulness,"Illness - All Day (LS, MS, US)"
SSSSS,10-13-22,Climbing and Mindfulness,School Trip - Full Day
SSSSS,11-10-22,Climbing and Mindfulness,School Trip - Full Day
SSSSS,10-12-22,Cultural Ethics,School Trip - Full Day
SSSSS,10-17-22,Cultural Ethics,Commons Duty (US)
SSSSS,9-22-22,English 10,School Trip - Full Day
SSSSS,10-06-22,English 10,"Illness - All Day (LS, MS, US)"
SSSSS,10-13-22,English 10,School Trip - Full Day
SSSSS,11-10-22,English 10,School Trip - Full Day
SSSSS,10-12-22,French III,School Trip - Full Day
SSSSSS,9-09-22,Darwinian Revolution,College Visit-Off Campus (US)
SSSSSS,10-05-22,Darwinian Revolution,"Other (LS, MS, US)"
SSSSSS,10-17-22,Darwinian Revolution,Sports  Dismissal- Half Class Period
SSSSSS,9-06-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
SSSSSS,9-08-22,Ecological Literature,College Visit-Off Campus (US)
SSSSSS,9-06-22,Environmental Science,"Illness - All Day (LS, MS, US)"
SSSSSS,9-08-22,Environmental Science,College Visit-Off Campus (US)
SSSSSS,9-09-22,French: Advanced Studies,College Visit-Off Campus (US)
SSSSSS,10-03-22,French: Advanced Studies,"Other (LS, MS, US)"
SSSSSS,9-09-22,Introductory Calculus,College Visit-Off Campus (US)
SSSSSSS,10-03-22,Advanced Biology,Absent
SSSSSSS,11-08-22,Civics: Understanding Our Rights,Commons Duty (US)
SSSSSSS,9-21-22,French IV,"Other (LS, MS, US)"
SSSSSSS,10-03-22,French IV,"Other (LS, MS, US)"
SSSSSSS,11-15-22,Satire,"Other (LS, MS, US)"
SSSSSSSS,11-03-22,Computer Programming in Java,"Other (LS, MS, US)"
SSSSSSSS,10-13-22,Data Science I,"Medical Appt. - PM (MS, US)"
SSSSSSSS,11-02-22,Data Science I,"Medical Appt. - All Day (MS, US)"
SSSSSSSS,11-04-22,Data Science I,"Other (LS, MS, US)"
SSSSSSSS,11-03-22,Ecological Literature,"Other (LS, MS, US)"
SSSSSSSS,11-07-22,Ecological Literature,"Medical Appt. - PM (MS, US)"
SSSSSSSS,9-12-22,Marine Biology,Sports  Dismissal- Half Class Period
SSSSSSSS,11-02-22,Marine Biology,"Medical Appt. - All Day (MS, US)"
SSSSSSSS,11-04-22,Marine Biology,"Other (LS, MS, US)"
SSSSSSSS,9-15-22,Metal Design,Sports  Dismissal- Half Class Period
SSSSSSSS,11-03-22,Metal Design,"Other (LS, MS, US)"
SSSSSSSSS,10-12-22,Additive Multimedia Sculpture,"Medical Appt. - AM (MS, US)"
SSSSSSSSS,9-20-22,Chemistry,Sports  Dismissal- Half Class Period
SSSSSSSSS,11-15-22,Chemistry,"Medical Appt. - AM (MS, US)"
SSSSSSSSS,9-09-22,Mandarin II,"Medical Appt. - AM (MS, US)"
SSSSSSSSS,9-19-22,Mandarin II,"Illness - All Day (LS, MS, US)"
SSSSSSSSS,11-15-22,Math Analysis,"Medical Appt. - AM (MS, US)"
SSSSSSSSSS,9-13-22,Biology,Sports Dismissal- Full Class Period
SSSSSSSSSS,9-29-22,Biology,Sports Dismissal- Full Class Period
SSSSSSSSSS,9-22-22,English 9,Sports Dismissal- Full Class Period
SSSSSSSSSS,10-11-22,English 9,Sports Dismissal- Full Class Period
SSSSSSSSSS,9-15-22,Metal Design,Sports Dismissal- Full Class Period
SSSSSSSSSS,9-08-22,Spanish I,Sports Dismissal- Full Class Period
SSSSSSSSSS,11-04-22,Spanish I,"Medical Appt. - PM (MS, US)"
SSSSSSSSSSS,10-18-22,Ecological Literature,"Late Arrival (LS, MS, US)"
SSSSSSSSSSS,11-17-22,Ecological Literature,"Family Trip (LS, MS, US)"
SSSSSSSSSSS,11-17-22,Environmental Science,"Family Trip (LS, MS, US)"
SSSSSSSSSSS,9-29-22,French IV,"Other (LS, MS, US)"
SSSSSSSSSSS,10-12-22,French IV,"Other (LS, MS, US)"
SSSSSSSSSSS,11-18-22,French IV,"Family Trip (LS, MS, US)"
SSSSSSSSSSS,9-29-22,Math Analysis,"Other (LS, MS, US)"
SSSSSSSSSSS,10-17-22,Math Analysis,"Other (LS, MS, US)"
SSSSSSSSSSS,11-18-22,Math Analysis,"Family Trip (LS, MS, US)"
SSSSSSSSSSS,9-19-22,US History,"Other (LS, MS, US)"
SSSSSSSSSSS,10-12-22,US History,"Other (LS, MS, US)"
SSSSSSSSSSS,11-18-22,US History,"Family Trip (LS, MS, US)"
SSSSSSSSSSS,11-17-22,Understanding the Brain,"Family Trip (LS, MS, US)"
T,10-18-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
T,9-09-22,Advanced Statistics,Sports  Dismissal- Half Class Period
T,9-09-22,Ecological Literature,School Trip - Full Day
T,9-15-22,Ecological Literature,"Medical Appt. - AM (MS, US)"
T,9-21-22,Ecological Literature,"Other (LS, MS, US)"
T,11-01-22,Ecological Literature,"Other (LS, MS, US)"
T,11-14-22,Ecological Literature,"Late Arrival (LS, MS, US)"
T,10-18-22,Environmental Science,"Illness - All Day (LS, MS, US)"
T,9-09-22,Global Women's Issues,School Trip - Full Day
T,9-19-22,Global Women's Issues,"Other (LS, MS, US)"
T,10-26-22,Global Women's Issues,"Medical Appt. - AM (MS, US)"
T,11-14-22,Global Women's Issues,"Late Arrival (LS, MS, US)"
TT,10-12-22,Advanced Biology,"Other (LS, MS, US)"
TT,10-17-22,Advanced Biology,"Family Trip (LS, MS, US)"
TT,10-18-22,Advanced Statistics,"Family Trip (LS, MS, US)"
TT,10-12-22,Computer Art,"Other (LS, MS, US)"
TT,10-17-22,Computer Art,"Family Trip (LS, MS, US)"
TT,10-12-22,Forensic Science,"Other (LS, MS, US)"
TT,10-17-22,Forensic Science,"Family Trip (LS, MS, US)"
TT,10-18-22,Literature and Disability,"Family Trip (LS, MS, US)"
TT,10-18-22,US History,"Family Trip (LS, MS, US)"
TTT,9-12-22,Biology,Sports  Dismissal- Half Class Period
TTT,10-26-22,Historical Inquiry,"Other (LS, MS, US)"
TTTT,9-14-22,Chemistry,"Other (LS, MS, US)"
TTTT,9-16-22,Chemistry,"Illness - All Day (LS, MS, US)"
TTTT,9-15-22,Darwinian Revolution,"Other (LS, MS, US)"
TTTT,9-19-22,Darwinian Revolution,"Other (LS, MS, US)"
TTTT,9-27-22,Darwinian Revolution,"Medical Appt. - PM (MS, US)"
TTTT,10-17-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
TTTT,9-15-22,English 10,"Other (LS, MS, US)"
TTTT,9-19-22,English 10,"Other (LS, MS, US)"
TTTT,10-17-22,English 10,"Illness - All Day (LS, MS, US)"
TTTT,9-15-22,Math Analysis,"Other (LS, MS, US)"
TTTT,9-19-22,Math Analysis,"Other (LS, MS, US)"
TTTT,10-17-22,Math Analysis,"Illness - All Day (LS, MS, US)"
TTTT,9-14-22,Spanish III,"Other (LS, MS, US)"
TTTT,9-16-22,Spanish III,"Illness - All Day (LS, MS, US)"
TTTT,9-14-22,Tykoe Yearbook,"Other (LS, MS, US)"
TTTT,9-16-22,Tykoe Yearbook,"Other (LS, MS, US)"
TTTTT,9-12-22,English 10,"Medical Appt. - AM (MS, US)"
TTTTT,9-20-22,English 10,"Medical Appt. - AM (MS, US)"
TTTTT,9-08-22,Health,"Medical Appt. - AM (MS, US)"
TTTTTT,9-16-22,Advanced Calculus,"Family Trip (LS, MS, US)"
TTTTTT,11-15-22,Advanced Calculus,College Visit-Off Campus (US)
TTTTTT,9-21-22,Anatomy and Physiology,"Other (LS, MS, US)"
TTTTTT,11-14-22,Anatomy and Physiology,College Visit-Off Campus (US)
TTTTTT,9-16-22,How Do We See,"Family Trip (LS, MS, US)"
TTTTTT,11-15-22,How Do We See,College Visit-Off Campus (US)
TTTTTT,11-14-22,The Graphic Novel,College Visit-Off Campus (US)
TTTTTT,9-16-22,"Vertebrates: Origins, Designs & Threats","Family Trip (LS, MS, US)"
TTTTTT,11-15-22,"Vertebrates: Origins, Designs & Threats",College Visit-Off Campus (US)
TTTTTTT,9-15-22,Advanced Algebra,School Trip - Full Day
TTTTTTT,9-29-22,Advanced Algebra,"Medical Appt. - PM (MS, US)"
TTTTTTT,10-07-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
TTTTTTT,10-17-22,Advanced Algebra,"Other (LS, MS, US)"
TTTTTTT,9-15-22,Advanced Biology,School Trip - Full Day
TTTTTTT,10-07-22,Advanced Biology,"Illness - All Day (LS, MS, US)"
TTTTTTT,9-16-22,Backpacking,School Trip - Full Day
TTTTTTT,10-31-22,Backpacking,Commons Duty (US)
TTTTTTT,9-16-22,Black Voices,School Trip - Full Day
TTTTTTT,10-18-22,Black Voices,"Other (LS, MS, US)"
TTTTTTT,9-16-22,French III,School Trip - Full Day
TTTTTTT,9-15-22,US History,School Trip - Full Day
TTTTTTT,9-29-22,US History,"Other (LS, MS, US)"
TTTTTTT,10-07-22,US History,"Illness - All Day (LS, MS, US)"
TTTTTTT,11-14-22,US History,"Other (LS, MS, US)"
TTTTTTTT,9-21-22,Anatomy and Physiology,"Other (LS, MS, US)"
TTTTTTTT,10-12-22,Anatomy and Physiology,"Other (LS, MS, US)"
TTTTTTTT,10-12-22,French III,"Other (LS, MS, US)"
TTTTTTTT,9-30-22,Math Analysis,"Other (LS, MS, US)"
TTTTTTTT,9-15-22,Travel Literature,Sports Dismissal- Full Class Period
TTTTTTTT,10-12-22,Travel Literature,"Other (LS, MS, US)"
TTTTTTTTT,9-30-22,Advanced Biology,"Other (LS, MS, US)"
TTTTTTTTT,9-12-22,Advanced Statistics,Sports  Dismissal- Half Class Period
TTTTTTTTT,9-19-22,Astronomy,"Other (LS, MS, US)"
TTTTTTTTT,10-05-22,The Graphic Novel,"Other (LS, MS, US)"
TTTTTTTTTT,9-09-22,Advanced Algebra,School Trip - Full Day
TTTTTTTTTT,10-17-22,Advanced Algebra,Sports  Dismissal- Half Class Period
TTTTTTTTTT,9-09-22,English 9,School Trip - Full Day
TTTTTTTTTT,9-09-22,Fire Arts,Sports  Dismissal- Half Class Period
TTTTTTTTTTT,9-30-22,Advanced Algebra,Sports  Dismissal- Half Class Period
TTTTTTTTTTT,10-24-22,Black and White Photography,"Medical Appt. - AM (MS, US)"
TTTTTTTTTTT,10-28-22,Black and White Photography,Sports  Dismissal- Half Class Period
TTTTTTTTTTT,9-13-22,English 9,Sports Dismissal- Full Class Period
TTTTTTTTTTT,11-01-22,English 9,Sports  Dismissal- Half Class Period
TTTTTTTTTTT,9-20-22,Historical Inquiry,Sports Dismissal- Full Class Period
TTTTTTTTTTT,9-28-22,Historical Inquiry,Sports  Dismissal- Half Class Period
U,10-27-22,Advanced Biology,"Other (LS, MS, US)"
UU,9-12-22,English 9,Sports  Dismissal- Half Class Period
UU,10-13-22,English 9,School Trip - HalfDay
UUU,9-15-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUU,11-01-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUU,9-14-22,Chemistry,"Illness - All Day (LS, MS, US)"
UUU,10-25-22,Chemistry,"Medical Appt. - PM (MS, US)"
UUU,11-10-22,Chemistry,"Medical Appt. - PM (MS, US)"
UUU,9-14-22,English 10,"Illness - All Day (LS, MS, US)"
UUU,10-27-22,English 10,"Medical Appt. - PM (MS, US)"
UUU,11-15-22,English 10,"Medical Appt. - PM (MS, US)"
UUU,9-07-22,Indigenous North American History,"Medical Appt. - PM (MS, US)"
UUU,9-15-22,Indigenous North American History,"Illness - All Day (LS, MS, US)"
UUU,11-01-22,Indigenous North American History,"Illness - All Day (LS, MS, US)"
UUU,9-12-22,Let's Play!,"Medical Appt. - PM (MS, US)"
UUU,9-14-22,Let's Play!,"Illness - All Day (LS, MS, US)"
UUU,9-22-22,Let's Play!,"Medical Appt. - AM (MS, US)"
UUU,9-15-22,Spanish III,"Illness - All Day (LS, MS, US)"
UUU,11-01-22,Spanish III,"Illness - All Day (LS, MS, US)"
UUUU,9-12-22,Advanced Calculus,Sports  Dismissal- Half Class Period
UUUU,11-14-22,Advanced Chemistry,"Other (LS, MS, US)"
UUUU,11-14-22,Advanced Statistics,Absent
UUUU,10-05-22,The Graphic Novel,"Other (LS, MS, US)"
UUUUU,9-21-22,Additive Multimedia Sculpture,Sports Dismissal- Full Class Period
UUUUU,10-12-22,Additive Multimedia Sculpture,"Other (LS, MS, US)"
UUUUU,10-12-22,Creative Writing: Essay,"Other (LS, MS, US)"
UUUUU,10-03-22,Engineer Your World,Sports Dismissal- Full Class Period
UUUUU,10-12-22,Engineer Your World,"Other (LS, MS, US)"
UUUUU,9-28-22,Ensemble I,Sports Dismissal- Full Class Period
UUUUU,10-06-22,Ensemble I,Sports Dismissal- Full Class Period
UUUUUU,11-04-22,Advanced Calculus,School Trip - Full Day
UUUUUU,9-21-22,Advanced Chemistry,"Other (LS, MS, US)"
UUUUUU,9-23-22,Advanced Chemistry,School Trip - Full Day
UUUUUU,10-03-22,Advanced Chemistry,"Other (LS, MS, US)"
UUUUUU,9-23-22,Engineer Your World,School Trip - Full Day
UUUUUU,10-07-22,Engineer Your World,"Illness - Left Early (MS, US)"
UUUUUU,9-23-22,The Graphic Novel,School Trip - Full Day
UUUUUU,10-07-22,The Graphic Novel,"Illness - Left Early (MS, US)"
UUUUUU,11-04-22,The Middle East,School Trip - Full Day
UUUUUUU,9-29-22,English 10,"Medical Appt. - AM (MS, US)"
UUUUUUUU,9-15-22,Advanced Algebra,School Trip - Full Day
UUUUUUUU,9-19-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUUUUUUU,10-03-22,Advanced Algebra,"Family Trip (LS, MS, US)"
UUUUUUUU,10-05-22,Advanced Algebra,"Family Trip (LS, MS, US)"
UUUUUUUU,10-17-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUUUUUUU,11-07-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUUUUUUU,9-16-22,Backpacking,School Trip - Full Day
UUUUUUUU,10-04-22,Backpacking,"Family Trip (LS, MS, US)"
UUUUUUUU,10-06-22,Backpacking,"Family Trip (LS, MS, US)"
UUUUUUUU,10-18-22,Backpacking,"Illness - All Day (LS, MS, US)"
UUUUUUUU,9-15-22,Biology,School Trip - Full Day
UUUUUUUU,9-19-22,Biology,"Illness - All Day (LS, MS, US)"
UUUUUUUU,10-03-22,Biology,"Family Trip (LS, MS, US)"
UUUUUUUU,10-05-22,Biology,"Family Trip (LS, MS, US)"
UUUUUUUU,10-07-22,Biology,"Family Trip (LS, MS, US)"
UUUUUUUU,10-17-22,Biology,"Illness - All Day (LS, MS, US)"
UUUUUUUU,11-07-22,Biology,"Illness - All Day (LS, MS, US)"
UUUUUUUU,9-15-22,English 9,School Trip - Full Day
UUUUUUUU,9-19-22,English 9,"Illness - All Day (LS, MS, US)"
UUUUUUUU,10-03-22,English 9,"Family Trip (LS, MS, US)"
UUUUUUUU,10-05-22,English 9,"Family Trip (LS, MS, US)"
UUUUUUUU,10-17-22,English 9,"Illness - All Day (LS, MS, US)"
UUUUUUUU,11-07-22,English 9,"Illness - All Day (LS, MS, US)"
UUUUUUUU,9-16-22,Historical Inquiry,School Trip - Full Day
UUUUUUUU,10-04-22,Historical Inquiry,"Family Trip (LS, MS, US)"
UUUUUUUU,10-06-22,Historical Inquiry,"Family Trip (LS, MS, US)"
UUUUUUUU,10-18-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
UUUUUUUU,9-16-22,Spanish I,School Trip - Full Day
UUUUUUUU,10-04-22,Spanish I,"Family Trip (LS, MS, US)"
UUUUUUUU,10-06-22,Spanish I,"Family Trip (LS, MS, US)"
UUUUUUUU,10-13-22,Spanish I,"Illness - Left Early (MS, US)"
UUUUUUUU,10-18-22,Spanish I,"Illness - All Day (LS, MS, US)"
UUUUUUUUU,9-13-22,Advanced Chemistry,College Visit-Off Campus (US)
UUUUUUUUU,9-15-22,Advanced Chemistry,"Other (LS, MS, US)"
UUUUUUUUU,9-19-22,Advanced Chemistry,"Other (LS, MS, US)"
UUUUUUUUU,9-12-22,Advanced Statistics,College Visit-Off Campus (US)
UUUUUUUUU,9-14-22,Advanced Statistics,"Other (LS, MS, US)"
UUUUUUUUU,9-16-22,Advanced Statistics,"Other (LS, MS, US)"
UUUUUUUUU,9-13-22,Engineer Your World,College Visit-Off Campus (US)
UUUUUUUUU,9-15-22,Engineer Your World,"Other (LS, MS, US)"
UUUUUUUUU,9-19-22,Engineer Your World,"Other (LS, MS, US)"
UUUUUUUUU,10-17-22,Engineer Your World,"Other (LS, MS, US)"
UUUUUUUUU,9-12-22,Multivariable Calculus,College Visit-Off Campus (US)
UUUUUUUUU,9-14-22,Multivariable Calculus,"Other (LS, MS, US)"
UUUUUUUUU,9-16-22,Multivariable Calculus,"Other (LS, MS, US)"
UUUUUUUUU,9-12-22,The American War in Vietnam,College Visit-Off Campus (US)
UUUUUUUUU,9-14-22,The American War in Vietnam,"Other (LS, MS, US)"
UUUUUUUUU,9-16-22,The American War in Vietnam,"Other (LS, MS, US)"
UUUUUUUUU,10-27-22,The American War in Vietnam,"Other (LS, MS, US)"
UUUUUUUUUU,9-09-22,English 10,"Medical Appt. - AM (MS, US)"
UUUUUUUUUU,9-13-22,English 10,Sports Dismissal- Full Class Period
UUUUUUUUUU,9-22-22,Japanese History and Culture,Sports Dismissal- Full Class Period
UUUUUUUUUU,9-15-22,Metal Design,Early Dismissal-Sports
UUUUUUUUUU,9-08-22,Spanish III,Sports Dismissal- Full Class Period
UUUUUUUUUUU,9-28-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,9-30-22,Advanced Algebra,"Illness - Left Early (MS, US)"
UUUUUUUUUUU,11-10-22,Advanced Algebra,"Medical Appt. - PM (MS, US)"
UUUUUUUUUUU,9-27-22,Astronomy,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,9-29-22,Astronomy,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,10-12-22,Astronomy,"Other (LS, MS, US)"
UUUUUUUUUUU,9-27-22,Creative Writing: Essay,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,9-29-22,Creative Writing: Essay,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,10-12-22,Creative Writing: Essay,"Other (LS, MS, US)"
UUUUUUUUUUU,9-27-22,Electronica,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,9-29-22,Electronica,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,10-12-22,Electronica,"Other (LS, MS, US)"
UUUUUUUUUUU,11-09-22,English 10,"Medical Appt. - AM (MS, US)"
UUUUUUUUUUU,9-28-22,Spanish III,"Illness - All Day (LS, MS, US)"
UUUUUUUUUUU,9-30-22,Spanish III,"Illness - Left Early (MS, US)"
UUUUUUUUUUU,9-28-22,US History,"Illness - All Day (LS, MS, US)"
V,11-17-22,Advanced Algebra,"Illness - Left Early (MS, US)"
V,9-09-22,Darwinian Revolution,School Trip - Full Day
V,9-15-22,Darwinian Revolution,Absent
V,11-17-22,English 10,"Illness - Left Early (MS, US)"
V,9-09-22,French III,School Trip - Full Day
V,9-09-22,Health,Sports  Dismissal- Half Class Period
V,10-03-22,Health,"Illness - Left Early (MS, US)"
V,10-05-22,Health,"Late Arrival (LS, MS, US)"
V,10-03-22,Introduction to Psychology,"Illness - Left Early (MS, US)"
V,10-05-22,Introduction to Psychology,"Illness - Left Early (MS, US)"
V,10-07-22,Introduction to Psychology,"Other (LS, MS, US)"
VV,9-16-22,Advanced Chemistry,"Family Trip (LS, MS, US)"
VV,11-04-22,Advanced Chemistry,"Family Trip (LS, MS, US)"
VV,10-12-22,Fire Arts,"Other (LS, MS, US)"
VV,10-12-22,Forensic Science,"Other (LS, MS, US)"
VV,9-21-22,Introductory Calculus,"Other (LS, MS, US)"
VV,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
VV,9-16-22,Satire,"Family Trip (LS, MS, US)"
VV,11-04-22,Satire,"Family Trip (LS, MS, US)"
VV,11-04-22,US History,"Family Trip (LS, MS, US)"
VVV,9-13-22,Advanced Algebra,Sports Dismissal- Full Class Period
VVV,11-14-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
VVV,11-14-22,Computer Art,"Illness - All Day (LS, MS, US)"
VVV,9-08-22,English 10,Sports  Dismissal- Half Class Period
VVV,9-15-22,Indigenous North American History,"Illness - Left Early (MS, US)"
VVV,11-14-22,Indigenous North American History,"Illness - All Day (LS, MS, US)"
VVV,10-06-22,Spanish III,Sports  Dismissal- Half Class Period
VVVV,10-27-22,Advanced Chemistry,"Other (LS, MS, US)"
VVVV,9-21-22,French IV,"Other (LS, MS, US)"
VVVV,9-12-22,Satire,Sports  Dismissal- Half Class Period
VVVVV,9-13-22,Advanced Calculus,Sports Dismissal- Full Class Period
VVVVV,9-21-22,Advanced Calculus,"Family Trip (LS, MS, US)"
VVVVV,9-23-22,Advanced Calculus,"Family Trip (LS, MS, US)"
VVVVV,9-29-22,Advanced Calculus,Sports Dismissal- Full Class Period
VVVVV,10-24-22,Advanced Calculus,College Visit-Off Campus (US)
VVVVV,11-03-22,Advanced Calculus,College Visit-Off Campus (US)
VVVVV,9-20-22,Advanced Statistics,"Family Trip (LS, MS, US)"
VVVVV,9-22-22,Advanced Statistics,"Family Trip (LS, MS, US)"
VVVVV,9-26-22,Advanced Statistics,"Late Arrival (LS, MS, US)"
VVVVV,10-18-22,Advanced Statistics,"Other (LS, MS, US)"
VVVVV,11-04-22,Advanced Statistics,College Visit-Off Campus (US)
VVVVV,9-15-22,Engineer Your World,Sports Dismissal- Full Class Period
VVVVV,9-21-22,Engineer Your World,"Family Trip (LS, MS, US)"
VVVVV,9-23-22,Engineer Your World,"Family Trip (LS, MS, US)"
VVVVV,11-03-22,Engineer Your World,College Visit-Off Campus (US)
VVVVV,9-20-22,Literature and Disability,"Family Trip (LS, MS, US)"
VVVVV,9-22-22,Literature and Disability,"Family Trip (LS, MS, US)"
VVVVV,9-26-22,Literature and Disability,"Family Trip (LS, MS, US)"
VVVVV,10-11-22,Literature and Disability,Sports Dismissal- Full Class Period
VVVVV,10-18-22,Literature and Disability,"Other (LS, MS, US)"
VVVVV,11-04-22,Literature and Disability,College Visit-Off Campus (US)
VVVVV,9-20-22,The American War in Vietnam,"Family Trip (LS, MS, US)"
VVVVV,9-22-22,The American War in Vietnam,"Family Trip (LS, MS, US)"
VVVVV,10-18-22,The American War in Vietnam,"Other (LS, MS, US)"
VVVVV,11-04-22,The American War in Vietnam,College Visit-Off Campus (US)
VVVVVV,9-27-22,Advanced Statistics,"Other (LS, MS, US)"
VVVVVV,9-29-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
VVVVVV,10-07-22,Advanced Statistics,School Trip - Full Day
VVVVVV,10-12-22,Advanced Statistics,"Medical Appt. - PM (MS, US)"
VVVVVV,11-08-22,Backpacking,"Medical Appt. - AM (MS, US)"
VVVVVV,9-29-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
VVVVVV,10-07-22,Creative Writing: Poetry,School Trip - Full Day
VVVVVV,9-29-22,French IV,"Illness - All Day (LS, MS, US)"
VVVVVV,10-07-22,French IV,School Trip - Full Day
VVVVVV,11-14-22,French IV,"Other (LS, MS, US)"
VVVVVVV,10-11-22,Advanced Algebra,"Illness - Left Early (MS, US)"
VVVVVVV,11-15-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
VVVVVVV,11-16-22,Chemistry,"Illness - All Day (LS, MS, US)"
VVVVVVV,11-16-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
VVVVVVV,10-11-22,English 10,"Illness - All Day (LS, MS, US)"
VVVVVVV,11-15-22,English 10,"Illness - All Day (LS, MS, US)"
VVVVVVV,11-16-22,Health,"Illness - All Day (LS, MS, US)"
VVVVVVV,10-11-22,Spanish IV,"Illness - All Day (LS, MS, US)"
VVVVVVV,11-15-22,Spanish IV,"Illness - All Day (LS, MS, US)"
VVVVVVVV,9-08-22,French II,"Late Arrival (LS, MS, US)"
VVVVVVVV,10-11-22,French II,"Illness - All Day (LS, MS, US)"
VVVVVVVV,10-11-22,Geometry,"Illness - All Day (LS, MS, US)"
VVVVVVVV,10-11-22,Health,"Illness - All Day (LS, MS, US)"
VVVVVVVVV,9-12-22,Let's Play!,Sports  Dismissal- Half Class Period
VVVVVVVVVV,9-16-22,Biology,"Family Trip (LS, MS, US)"
VVVVVVVVVV,9-16-22,French I,"Family Trip (LS, MS, US)"
VVVVVVVVVV,9-16-22,Historical Inquiry,"Family Trip (LS, MS, US)"
VVVVVVVVVV,10-03-22,Wilderness First Aid,Sports Dismissal- Full Class Period
VVVVVVVVVVV,9-21-22,Creative Writing: Essay,"Other (LS, MS, US)"
VVVVVVVVVVV,9-13-22,Cultural Ethics,"Other (LS, MS, US)"
W,9-27-22,Advanced Calculus,"Other (LS, MS, US)"
W,10-05-22,Advanced Calculus,"Other (LS, MS, US)"
